forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
παιδευθῶσιν,3811,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam treinado,"eles(as) sejam treinado, sejam educado, sejam disciplinado, sejam instruído, sejam corrigido.",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam treinado'.,Revisar o número do particípio; provável forma plural: 'treinados'.
παλαιωθήσονται,3822,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão envelhecido,"eles(as) serão envelhecido, serão tornado obsoleto",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão envelhecido'.,Revisar o número do particípio; provável forma plural: 'envelhecidos'.
παραδέξονταί,3858,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão recebido,"eles(as) serão recebido, serão aceitado, serão reconhecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão recebido'.,Revisar o número do particípio; provável forma plural: 'recebidos'.
παραδέχεσθαι,3858,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,receber,"receber, aceitar, reconhecer",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'receber'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
παρεδέχθησαν,3858,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram recebido,"eles(as) foram recebido, foram aceitado, foram reconhecido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram recebido'.,Revisar o número do particípio; provável forma plural: 'recebidos'.
παραδοθήσεσθε,3860,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis entregado,"vós sereis entregado, sereis traído, sereis confiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sereis entregado'.,Revisar o número do particípio; provável forma plural: 'entregados'.
παρεδόθητε,3860,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes entregado,"vós fostes entregado, fostes traído, fostes confiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes entregado'.,Revisar o número do particípio; provável forma plural: 'entregados'.
παραιτεῖσθαι,3868,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,recusar,"recusar, rejeitar, evitar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'recusar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
παρακληθήσονται,3870,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão chamado para o seu lado,"eles(as) serão chamado para o seu lado, serão exortado, serão encorajado, serão confortado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'serão chamado'.,Revisar o número do particípio; provável forma plural: 'chamados'.
παρακληθῆναι,3870,V-ANP,Verbo - Aoristo Infinitivo Passiva,chamar para o seu lado,"chamar para o seu lado, exortar, encorajar, confortar",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'chamar para o seu lado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
παρακληθῶσιν,3870,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam chamado para o seu lado,"eles(as) sejam chamado para o seu lado, sejam exortado, sejam encorajado, sejam confortado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam chamado'.,Revisar o número do particípio; provável forma plural: 'chamados'.
παρεκλήθησαν,3870,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram chamado para o seu lado,"eles(as) foram chamado para o seu lado, foram exortado, foram encorajado, foram confortado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram chamado'.,Revisar o número do particípio; provável forma plural: 'chamados'.
παραπορεύεσθαι,3899,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,passar,"passar, viajar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'passar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
παρατιθέναι,3908,V-ANP,Verbo - Aoristo Infinitivo Passiva,colocar ao lado,"colocar ao lado, colocar diante, confiar, comprometer",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'colocar ao lado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
παρεισέδυσαν,3921,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram entrado secretamente,"eles(as) foram entrado secretamente, se foram infiltrado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram entrado'.,Revisar o número do particípio; provável forma plural: 'entrados'.
πεισθῇς,3982,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas persuadido,"tu sejas persuadido, sejas convencido, sejas confiado, sejas tido confiança",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'sejas persuadido'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
πειρασθῆτε,3985,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais testado,"vós sejais testado, sejais tentado, sejais examinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais testado'.,Revisar o número do particípio; provável forma plural: 'testados'.
πειρασθῇς,3985,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas testado,"tu sejas testado, sejas tentado, sejas examinado",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'sejas testado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπειράσθησαν,3985,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram testado,"eles(as) foram testado, foram tentado, foram examinado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram testado'.,Revisar o número do particípio; provável forma plural: 'testados'.
περιετμήθητε,4059,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes circuncidado,vós fostes circuncidado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes circuncidado'.,Revisar o número do particípio; provável forma plural: 'circuncidados'.
περιτμηθῆναι,4059,V-ANP,Verbo - Aoristo Infinitivo Passiva,circuncidar,circuncidar,passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'circuncidar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
περιτμηθῆτε,4059,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais circuncidado,vós sejais circuncidado,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais circuncidado'.,Revisar o número do particípio; provável forma plural: 'circuncidados'.
ἐπικράνθησαν,4087,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram tornado amargo,"eles(as) foram tornado amargo, foram amargurado, foram exasperado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram tornado'.,Revisar o número do particípio; provável forma plural: 'tornados'.
πίμπρασθαι,4092,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,inchar,"inchar, inflamar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'inchar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
πιστευθῆναι,4100,V-ANP,Verbo - Aoristo Infinitivo Passiva,acreditar,"acreditar, ter fé, confiar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'acreditar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
ἐπιστεύθησαν,4100,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram acreditado,"eles(as) foram acreditado, foram tido fé, foram confiado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram acreditado'.,Revisar o número do particípio; provável forma plural: 'acreditados'.
πλανηθῆτε,4105,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais desviado,"vós sejais desviado, sejais enganado, sejais feito vagar",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais desviado'.,Revisar o número do particípio; provável forma plural: 'desviados'.
πλατύνθητε,4115,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois ampliado,vós sois ampliado,passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, porém a passiva não está explícita em 'sois ampliado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
πλεονεκτηθῶμεν,4122,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos cobiçado,"nós sejamos cobiçado, sejamos fraudado, sejamos tirado vantagem",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejamos cobiçado'.,Revisar o número do particípio; provável forma plural: 'cobiçados'.
πληθυνθῆναι,4129,V-ANP,Verbo - Aoristo Infinitivo Passiva,multiplicado,"multiplicado, aumento, medida mais completa",passiva_a_confirmar,revisar,"'V-ANP' é passiva, porém a passiva não está explícita em 'multiplicado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπληθύνθη,4129,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,multiplicado,"multiplicado, aumento, medida mais completa",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, porém a passiva não está explícita em 'multiplicado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
πλησθῆναι,4130,V-ANP,Verbo - Aoristo Infinitivo Passiva,multiplicar,"multiplicar, aumentar, abundar",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'multiplicar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
πλησθῇς,4130,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas multiplicado,"tu sejas multiplicado, sejas aumentado, sejas abundado",passiva_a_confirmar,revisar,"'V-ASP-2S' é passiva, porém a passiva não está explícita em 'sejas multiplicado'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
ἐπλουτίσθητε,4148,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes enriquecido,vós fostes enriquecido,concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fostes enriquecido'.,Revisar o número do particípio; provável forma plural: 'enriquecidos'.
ποιήμασιν,4161,S-DNP,Substantivo - Dativo Neutro Plural,aos obras,aos obras,concordancia_nominal,alta,Contração masculina antes de feminino plural: 'aos obras'.,Trocar 'aos obras' por 'às obras'.
πορευθῆτε,4198,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais ido,"vós sejais ido, sejais prosseguido, sejais viajado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejais ido'.,Revisar o número do particípio; provável forma plural: 'idos'.
πορευθῶσιν,4198,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam ido,"eles(as) sejam ido, sejam prosseguido, sejam viajado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'sejam ido'.,Revisar o número do particípio; provável forma plural: 'idos'.
ἐποτίσθημεν,4222,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos dado para beber,"nós fomos dado para beber, fomos regado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'fomos dado'.,Revisar o número do particípio; provável forma plural: 'dados'.
ἐπρίσθησαν,4249,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram serrado,"eles(as) foram serrado, foram cortado com serra",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram serrado'.,Revisar o número do particípio; provável forma plural: 'serrados'.
προσέρχεσθαι,4334,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,chegar,"chegar, aproximar",media_passiva_ambigua,revisar,'V-PNM/P' é média ou passiva e 'pt' é infinitivo ativo: 'chegar'.,"Decidir pelo contexto entre leitura média/reflexiva, passiva ou ativa idiomática; não corrigir automaticamente."
προσεκλίθη,4346,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,inclinação,"inclinação, apego",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, porém a passiva não está explícita em 'inclinação'.","Confirmar se a glossa pretende particípio isolado, adjetivo verbal ou construção passiva completa."
προσωρμίσθησαν,4358,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram trazido para o porto,"eles(as) foram trazido para o porto, foram atracado, foram ancorado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram trazido'.,Revisar o número do particípio; provável forma plural: 'trazidos'.
προσετέθησαν,4369,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram adicionado,"eles(as) foram adicionado, foram aumentado, foram continuado, foram prosseguido",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram adicionado'.,Revisar o número do particípio; provável forma plural: 'adicionados'.
προστεθῆναι,4369,V-ANP,Verbo - Aoristo Infinitivo Passiva,adicionar,"adicionar, aumentar, continuar, prosseguir",passiva_sem_marca,alta,"'V-ANP' é passiva, mas 'pt' está em infinitivo ativo: 'adicionar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particípio', quando o contexto não exigir outra solução."
προσηνέχθησαν,4374,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram trazido,"eles(as) foram trazido, foram oferecido, foram apresentado",concordancia_participio,alta,Auxiliar plural com particípio aparentemente singular: 'foram trazido'.,Revisar o número do particípio; provável forma plural: 'trazidos'.
